species_name,t_number,code,genome_link
Enterobacter_sichuanensis,T06532,esh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/036/245/GCA_009036245.1_ASM903624v1
Enterobacter_sp._638,T00507,ent,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/325/GCA_000016325.1_ASM1632v1
Enterobacter_soli,T01604,eas,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/675/GCA_000224675.1_ASM22467v1
Enterobacter_sp._R4-368,T02700,enr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/410/515/GCA_000410515.1_ASM41051v1
Enterobacter_sp._E20,T04118,enx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/755/GCA_000801755.2_ASM80175v2
Enterobacter_sp._FY-07,T04405,enf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/582/075/GCA_001582075.1_ASM158207v1
Enterobacter_sp._SGAir0187,T05333,lni,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/735/GCA_002952735.2_ASM295273v2
Enterobacter_bugandensis,T05993,ebg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/804/395/GCA_004804395.1_ASM480439v1
Enterobacter_sp._ODB01,T06363,end,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/605/GCA_001623605.1_ASM162360v1
Enterobacter_sp._T2,T07956,enz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/692/925/GCA_010692925.1_ASM1069292v1
Enterobacter_sp._DSM_30060,T07983,ens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/375/955/GCA_013375955.1_ASM1337595v1
Enterobacter_sp._AN-K1,T07994,enk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/971/765/GCA_020971765.1_ASM2097176v1
Enterobacter_huaxiensis,T08129,ehu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/594/935/GCA_003594935.2_ASM359493v2
Enterobacter_mori,T08239,emor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/014/715/GCA_022014715.1_ASM2201471v1
Enterobacter_sp._N18-03635,T08394,enb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/006/055/GCA_004006055.1_ASM400605v1
Enterobacter_quasiroggenkampii,T09002,equ,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/542/725/GCA_029542725.1_ASM2954272v1
Cronobacter_sakazakii_ATCC_BAA-894,T00586,esa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/665/GCA_000017665.1_ASM1766v1
Cronobacter_sakazakii_ES15,T02119,csk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/215/GCA_000263215.1_ASM26321v1
Cronobacter_sakazakii_Sp291,T02461,csz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/015/GCA_000339015.1_ASM33901v1
Cronobacter_sakazakii_ATCC_29544,T03903,csj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/982/825/GCA_000982825.1_ASM98282v1
Cronobacter_condimenti,T04060,ccon,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/255/GCA_001277255.1_ASM127725v1
Cronobacter_dublinensis,T04061,cdm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/235/GCA_001277235.1_ASM127723v1
Cronobacter_malonaticus_CMCC45402,T02955,csi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/545/GCA_000504545.1_ASM50454v1
Cronobacter_malonaticus_LMG_23826,T04062,cmj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/215/GCA_001277215.2_ASM127721v2
Cronobacter_universalis,T04063,cui,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/175/GCA_001277175.1_ASM127717v1
Cronobacter_muytjensii,T04067,cmw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/195/GCA_001277195.1_ASM127719v1
Cronobacter_turicensis,T00999,ctu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/065/GCA_000027065.2_ASM2706v1
Klebsiella_pneumoniae_subsp._pneumoniae_MGH_78578_(serotype_K52),T00566,kpn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/305/GCA_000016305.1_ASM1630v1
Klebsiella_pneumoniae_subsp._pneumoniae_NTUH-K2044_(serotype_K1),T00910,kpu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/885/GCA_000009885.1_ASM988v1
Klebsiella_pneumoniae_subsp._pneumoniae_HS11286,T01733,kpm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/185/GCF_000240185.1_ASM24018v2
Klebsiella_pneumoniae_subsp._pneumoniae_1084_(serotype_K1),T02213,kpp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/294/365/GCA_000294365.1_ASM29436v1
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH24,T03369,kph,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/714/675/GCA_000714675.1_ASM71467v1
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH27,T03370,kpz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/935/GCA_000695935.1_ASM69593v1
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH29,T03465,kpv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/945/GCA_000784945.1_ASM78494v1
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH30,T03466,kpw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/985/GCA_000784985.1_ASM78498v1
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH31,T03467,kpy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/785/005/GCA_000785005.1_ASM78500v1
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH32,T03468,kpg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/395/GCA_000775395.1_ASM77539v1
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH10,T03788,kpc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/281/435/GCA_000281435.2_ASM28143v2
Klebsiella_pneumoniae_subsp._pneumoniae_KPR0928,T03371,kpq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/515/GCA_000717515.1_ASM71751v1
Klebsiella_pneumoniae_subsp._pneumoniae_ATCC_43816_KPPR1,T03418,kpt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/755/GCA_000742755.1_ASM74275v1
Klebsiella_pneumoniae_KCTC_2242,T01982,kpo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/485/GCA_000220485.1_ASM22048v1
Klebsiella_pneumoniae_subsp._rhinoscleromatis_SB3432,T02793,kpr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/845/GCA_000967845.1_ASM96784v1
Klebsiella_pneumoniae_JM45,T02799,kpj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/405/GCA_000445405.1_ASM44540v1
Klebsiella_pneumoniae_CG43,T02866,kpi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/474/015/GCA_000474015.1_ASM47401v1
Klebsiella_pneumoniae_30660,T03176,kpa,NJST258_1/https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/598/005/GCA_000598005.1_ASM59800v1
Klebsiella_pneumoniae_30684,T03177,kps,NJST258_2/https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/597/905/GCA_000597905.1_ASM59790v1
Klebsiella_pneumoniae_PMK1,T03419,kpx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/615/GCA_000764615.1_ASM76461v1
Klebsiella_pneumoniae_blaNDM-1,T03440,kpb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/495/GCA_000739495.1_ASM73949v1
Klebsiella_pneumoniae_32192,T03746,kpne,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/395/GCA_000807395.3_ASM80739v3
Klebsiella_pneumoniae_34618,T03747,kpnu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/305/GCA_000814305.1_ASM81430v1
Klebsiella_pneumoniae_Kp52.145,T05281,kpnk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/155/GCA_000968155.1_ASM96815v1
Klebsiella_variicola_At-22,T01170,kva,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/465/GCA_000025465.1_ASM2546v1
Klebsiella_variicola_342,T00772,kpe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/565/GCA_000019565.1_ASM1956v1
Klebsiella_variicola_KP5-1,T03368,kpk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/714/635/GCA_000714635.1_ASM71463v1
Klebsiella_variicola_DX120E,T03531,kvd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/205/GCA_000812205.2_ASM81220v2
Klebsiella_variicola_DSM_15968,T03641,kvq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/055/GCA_000828055.2_ASM82805v2
Klebsiella_michiganensis_KCTC_1686,T01681,kox,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/325/GCA_000240325.1_ASM24032v1
Klebsiella_michiganensis_E718,T02173,koe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/705/GCA_000276705.2_ASM27670v2
Klebsiella_michiganensis_HKOPL1,T03188,koy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/415/GCA_000632415.1_ASM63241v1
Klebsiella_michiganensis_M1,T03349,kom,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/525/GCA_000724525.1_ASM72452v1
Klebsiella_michiganensis_RC10,T03782,kmi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/575/GCA_000963575.1_ASM96357v1
Klebsiella_oxytoca_KONIH1,T03269,kok,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/714/655/GCA_000714655.1_ASM71465v1
Klebsiella_oxytoca_CAV1374,T04534,koc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/195/GCA_001022195.1_ASM102219v1
Klebsiella_quasipneumoniae,T04389,kqu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/596/075/GCA_001596075.2_ASM159607v2
Klebsiella_aerogenes_KCTC_2190,T01529,eae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/745/GCA_000215745.1_ASM21574v1
Klebsiella_aerogenes_EA1509E,T02447,ear,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/515/GCA_000334515.1_ASM33451v1
Klebsiella_quasivariicola,T05116,kqv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/255/GCA_002269255.1_ASM226925v1
Klebsiella_sp._LTGPAF-6F,T05751,kll,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/185/GCA_001753185.1_ASM175318v1
Klebsiella_huaxiensis,T05915,klw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/261/575/GCA_003261575.2_ASM326157v2
Klebsiella_africana,T07696,kar,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/526/085/GCA_020526085.1_ASM2052608v1
Klebsiella_grimontii,T07992,kgr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/863/855/GCA_017863855.1_ASM1786385v1
Klebsiella_pasteurii,T08655,kpas,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/228/735/GCA_021228735.1_ASM2122873v1
Klebsiella_sp._CTHL.F3a,T08882,klc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/890/895/GCA_019890895.1_ASM1989089v1
Klebsiella_sp._M5al,T09148,klm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/195/GCA_002090195.1_ASM209019v1
Raoultella_ornithinolytica_B6,T02625,ror,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/425/GCA_000367425.1_ASM36742v1
Raoultella_ornithinolytica_S12,T03629,ron,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/965/GCA_000829965.1_ASM82996v1
Raoultella_planticola,T05298,rpln,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/906/195/GCA_002906195.1_ASM290619v1
Raoultella_sp._X13,T05540,rao,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/323/835/GCA_003323835.1_ASM332383v1
Raoultella_terrigena,T06046,rtg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/631/595/GCA_900631595.1_NCTC13098_2
Raoultella_electrica,T06174,ree,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/711/645/GCA_006711645.1_ASM671164v1
Citrobacter_rodentium,T01145,cro,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/085/GCA_000027085.1_ASM2708v1
Citrobacter_koseri,T00592,cko,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/045/GCA_000018045.1_ASM1804v1
Citrobacter_freundii,T03077,cfd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/648/515/GCA_000648515.1_ASM64851v1
Citrobacter_braakii,T04825,cbra,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/755/GCA_002073755.2_ASM207375v2
Citrobacter_werkmanii,T05129,cwe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/386/385/GCA_002386385.1_ASM238638v1
Citrobacter_youngae,T05526,cyo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/255/895/GCA_003255895.1_ASM325589v1
Citrobacter_portucalensis,T06238,cpot,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/605/GCA_008693605.1_ASM869360v1
Citrobacter_freundii_complex_sp._CFNIH3,T06381,cfq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/215/GCA_002903215.1_ASM290321v1
Citrobacter_sedlakii,T07832,csed,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/128/425/GCA_018128425.1_ASM1812842v1
Citrobacter_amalonaticus_Y19,T03934,cama,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/805/GCA_000981805.1_ASM98180v1
Citrobacter_amalonaticus_FDAARGOS_165,T04738,caf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/935/GCA_001558935.2_ASM155893v2
Citrobacter_sp._FDAARGOS_156,T04313,cif,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/235/GCA_001559235.2_ASM155923v2
Citrobacter_farmeri,T05012,cfar,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/249/995/GCA_002249995.1_ASM224999v1
Citrobacter_sp._CFNIH10,T05324,cir,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/585/GCA_002934585.1_ASM293458v1
Citrobacter_sp._CRE-46,T05520,cie,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/204/265/GCA_003204265.1_ASM320426v1
Citrobacter_pasteurii,T05874,cpar,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/575/GCA_003665575.1_ASM366557v1
Citrobacter_telavivensis,T07059,ctel,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/175/GCA_009363175.1_ASM936317v1
Citrobacter_tructae,T07250,citz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/684/345/GCA_004684345.1_ASM468434v1
Citrobacter_arsenatis,T07503,cars,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/353/845/GCA_004353845.1_ASM435384v1
Citrobacter_sp._XT1-2-2,T09034,cix,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/516/235/GCA_023516235.1_ASM2351623v1
Candidatus_Blochmannia_floridanus,T00138,bfl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/043/285/GCA_000043285.1_ASM4328v1
Candidatus_Blochmannia_pennsylvanicus,T00272,bpn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/745/GCA_000011745.1_ASM1174v1
Candidatus_Blochmannia_vafer,T01398,bva,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/985/GCA_000185985.2_ASM18598v2
Candidatus_Blochmannia_chromaiodes,T02430,bchr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/065/GCA_000331065.1_ASM33106v1
Candidatus_Blochmannia_herculeanus,T08425,bhb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/585/825/GCA_023585825.1_ASM2358582v1
Candidatus_Blochmannia_vicinus,T08509,bvx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/586/525/GCA_023586525.1_ASM2358652v1
Blochmannia_endosymbiont_of_Camponotus_(Colobopsis)_obliquus_757,T03906,ben,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/545/GCA_000973545.1_ASM97354v1
Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri_675,T03907,bed,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/505/GCA_000973505.1_ASM97350v1
Blochmannia_endosymbiont_of_Colobopsis_nipponica,T07558,bec,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/857/065/GCA_014857065.1_ASM1485706v1
Blochmannia_endosymbiont_of_Camponotus_modoc,T08359,bem,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/585/785/GCA_023585785.1_ASM2358578v1
Candidatus_Blochmannia_ocreatus,T08515,bocr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/585/745/GCA_023585745.1_ASM2358574v1
Candidatus_Westeberhardia_cardiocondylae,T09022,wca,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/242/845/GCA_001242845.1_Wobs_v01
Candidatus_Hamiltonella_defensa_(Acyrthosiphon_pisum),T00911,hde,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/705/GCA_000021705.1_ASM2170v1
Secondary_endosymbiont_of_Ctenarytaina_eucalypti,T02199,sect,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/335/GCA_000287335.1_ASM28733v1
Secondary_endosymbiont_of_Heteropsylla_cubana,T02336,sehc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/355/GCA_000287355.1_ASM28735v1
Secondary_endosymbiont_of_Trabutina_mannipara,T04494,senm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/215/GCA_900090215.1_TRABTM
Candidatus_Riesia_pediculicola,T01218,rip,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/093/065/GCA_000093065.1_ASM9306v1
Candidatus_Riesia_sp._GBBU,T04782,rig,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/074/035/GCA_002074035.1_ASM207403v1
Candidatus_Moranella_endobia_PCIT,T01562,men,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/175/GCA_000219175.1_ASM21917v1
Candidatus_Moranella_endobia_PCVAL,T02613,meo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/725/GCA_000364725.1_ASM36472v1
Shimwellia_blattae,T02111,ebt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/305/GCA_000262305.1_ASM26230v1
Cedecea_neteri_SSMD04,T03298,cnt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/825/GCA_000757825.1_ASM75782v1
Cedecea_neteri_M006,T03328,cem,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/305/GCA_000758305.1_ASM75830v1
Cedecea_neteri_ND14a,T03337,cen,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/325/GCA_000758325.1_ASM75832v1
Cedecea_lapagei,T05810,clap,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/955/GCA_900635955.1_36672_A01
Pluralibacter_gergoviae,T03300,pge,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/785/GCA_000757785.1_ASM75778v1
Enterobacter_lignolyticus_SCF1,T01342,esc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/865/GCA_000164865.1_ASM16486v1
Enterobacter_lignolyticus_G5,T04198,kle,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/461/805/GCA_001461805.1_ASM146180v1
Kosakonia_sacchari,T03601,ksa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/455/GCA_000300455.4_ASM30045v4
Kosakonia_oryzae,T04433,kor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/025/GCA_001658025.2_ASM165802v2
Kosakonia_radicincitans,T04579,krd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/675/GCA_001887675.1_ASM188767v1
Kosakonia_cowanii,T04691,kco,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/225/GCA_001975225.1_ASM197522v1
Kosakonia_sp._CCTCC_M2018092,T05734,kot,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/864/115/GCA_003864115.1_ASM386411v1
Kosakonia_pseudosacchari,T06897,kpse,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/167/415/GCA_015167415.1_ASM1516741v1
Kosakonia_sp._SMBL-WEM22,T08549,kob,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/490/785/GCA_014490785.1_ASM1449078v1
Kosakonia_oryzendophytica,T08786,koo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/886/705/GCA_027886705.1_ASM2788670v1
Kluyvera_genomosp._3,T04930,kgo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/745/GCA_002211745.1_ASM221174v1
Kluyvera_intermedia,T06042,kie,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/475/GCA_900635475.1_28869_E01
Kluyvera_ascorbata,T06881,kas,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/099/135/GCA_015099135.1_ASM1509913v1
Kluyvera_sp._CRP,T08589,klu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/930/565/GCA_019930565.1_ASM1993056v1
Candidatus_Ishikawaella_capsulata,T04149,icp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/515/GCA_000828515.1_ASM82851v1
Leclercia_adecarboxylata,T04232,lax,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/835/GCA_001518835.1_ASM151883v1
Leclercia_sp._LSNIH1,T05297,lei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/902/985/GCA_002902985.1_ASM290298v1
Leclercia_sp._LSNIH3,T05316,leh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/935/105/GCA_002935105.1_ASM293510v1
Leclercia_sp._W17,T05987,lee,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/325/GCA_003336325.1_ASM333632v1
Leclercia_sp._Colony189,T06321,ler,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/740/165/GCA_009740165.1_ASM974016v1
Leclercia_sp._J807,T06440,lea,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/734/465/GCA_009734465.1_ASM973446v1
Leclercia_pneumoniae,T08189,lpnu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/348/915/GCA_017348915.1_ASM1734891v1
Leclercia_sp._W6,T08905,ley,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/345/GCA_003336345.1_ASM333634v1
Lelliottia_amnigena,T04400,laz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/652/505/GCA_001652505.2_ASM165250v2
Lelliottia_jeotgali,T05035,lef,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/271/215/GCA_002271215.1_ASM227121v1
Lelliottia_sp._WB101,T05398,lew,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/051/885/GCA_003051885.1_ASM305188v1
Buttiauxella_sp._3AFRM03,T05676,buf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/675/305/GCA_003675305.1_ASM367530v1
Buttiauxella_agrestis,T06676,bage,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/234/275/GCA_013234275.1_ASM1323427v1
Buttiauxella_ferragutiae,T08104,bft,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/637/515/GCA_022637515.1_ASM2263751v1
Candidatus_Tachikawaea_gelatinosa,T03624,sbw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/815/GCA_000828815.1_ASM82881v1
Candidatus_Doolittlea_endobia,T04480,den,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/039/485/GCA_900039485.1_DEMHIR
Candidatus_Hoaglandella_endobia,T04484,hed,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/044/015/GCA_900044015.1_HETPER1
Candidatus_Gullanella_endobia,T04502,ged,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/048/035/GCA_900048035.1_GEFVIR
Candidatus_Mikella_endobia,T04510,cmik,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/048/045/GCA_900048045.1_MEPMAR
Candidatus_Purcelliella_pentastirinorum,T05580,ppet,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/391/335/GCA_003391335.1_ASM339133v1
Symbiopectobacterium_purcellii,T07463,sym,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/797/845/GCA_019797845.1_ASM1979784v1
Candidatus_Annandia_pinicola,T07601,apin,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/541/245/GCA_020541245.1_ASM2054124v1
Atlantibacter_hermannii,T05790,ahn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/495/GCA_900635495.1_29859_A01
Atlantibacter_subterranea,T08300,asub,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/224/615/GCA_024224615.1_ASM2422461v1
Yokenella_regensburgei,T06519,yre,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/109/195/GCA_012109195.1_ASM1210919v1
Scandinavium_goeteborgense,T06630,sgoe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/935/895/GCA_003935895.2_ASM393589v2
Phytobacter_ursingii,T03950,kin,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/135/GCA_001022135.1_ASM102213v1
Phytobacter_diazotrophicus,T06586,pdz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/923/785/GCA_012923785.1_ASM1292378v1
Phytobacter_sp._MRY16-398,T05735,mety,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/925/915/GCA_003925915.1_ASM392591v1
Jejubacter_calystegiae,T05975,izh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/671/395/GCA_005671395.1_ASM567139v1
Candidatus_Profftia_tarda,T07286,ptf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/848/675/GCA_904848675.1_Pt_Alt_01
Candidatus_Profftia_lariciata,T07821,plar,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/541/265/GCA_020541265.1_ASM2054126v1
